id,product_tmpl_id/id,attribute_id/id,value_ids/id
boxwise_wms_pampiraiki.product_attribute_line_clchtop_ss,boxwise_wms_pampiraiki.product_template_v2_clchtop,boxwise_wms_pampiraiki.product_attribute_season,"boxwise_wms_pampiraiki.product_attribute_value_season_w,boxwise_wms_pampiraiki.product_attribute_value_season_s"
boxwise_wms_pampiraiki.product_attribute_line_clchtr_g,boxwise_wms_pampiraiki.product_template_v2_clchtr,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_clchtr_sz,boxwise_wms_pampiraiki.product_template_v2_clchtr,boxwise_wms_pampiraiki.product_attribute_size,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_s13y,boxwise_wms_pampiraiki.product_attribute_value_s47y,boxwise_wms_pampiraiki.product_attribute_value_s811y,boxwise_wms_pampiraiki.product_attribute_value_s1216y"
boxwise_wms_pampiraiki.product_attribute_line_clchtr_ss,boxwise_wms_pampiraiki.product_template_v2_clchtr,boxwise_wms_pampiraiki.product_attribute_season,"boxwise_wms_pampiraiki.product_attribute_value_season_w,boxwise_wms_pampiraiki.product_attribute_value_season_s"
boxwise_wms_pampiraiki.product_attribute_line_clchjo_g,boxwise_wms_pampiraiki.product_template_v2_clchjo,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_clchjo_sz,boxwise_wms_pampiraiki.product_template_v2_clchjo,boxwise_wms_pampiraiki.product_attribute_size,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_s13y,boxwise_wms_pampiraiki.product_attribute_value_s47y,boxwise_wms_pampiraiki.product_attribute_value_s811y,boxwise_wms_pampiraiki.product_attribute_value_s1216y"
boxwise_wms_pampiraiki.product_attribute_line_clchjo_ss,boxwise_wms_pampiraiki.product_template_v2_clchjo,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_w
boxwise_wms_pampiraiki.product_attribute_line_clchpa_g,boxwise_wms_pampiraiki.product_template_v2_clchpa,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_clchpa_sz,boxwise_wms_pampiraiki.product_template_v2_clchpa,boxwise_wms_pampiraiki.product_attribute_size,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_s13y,boxwise_wms_pampiraiki.product_attribute_value_s47y,boxwise_wms_pampiraiki.product_attribute_value_s811y,boxwise_wms_pampiraiki.product_attribute_value_s1216y"
boxwise_wms_pampiraiki.product_attribute_line_clchpa_ss,boxwise_wms_pampiraiki.product_template_v2_clchpa,boxwise_wms_pampiraiki.product_attribute_season,"boxwise_wms_pampiraiki.product_attribute_value_season_w,boxwise_wms_pampiraiki.product_attribute_value_season_s"
boxwise_wms_pampiraiki.product_attribute_line_clchund_g,boxwise_wms_pampiraiki.product_template_v2_clchund,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg"
boxwise_wms_pampiraiki.product_attribute_line_clchund_sz,boxwise_wms_pampiraiki.product_template_v2_clchund,boxwise_wms_pampiraiki.product_attribute_size,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_s13y,boxwise_wms_pampiraiki.product_attribute_value_s47y,boxwise_wms_pampiraiki.product_attribute_value_s811y,boxwise_wms_pampiraiki.product_attribute_value_s1216y"
boxwise_wms_pampiraiki.product_attribute_line_clchund_ss,boxwise_wms_pampiraiki.product_template_v2_clchund,boxwise_wms_pampiraiki.product_attribute_season,"boxwise_wms_pampiraiki.product_attribute_value_season_w,boxwise_wms_pampiraiki.product_attribute_value_season_s"
boxwise_wms_pampiraiki.product_attribute_line_clchrai_g,boxwise_wms_pampiraiki.product_template_v2_clchrai,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_clchrai_sz,boxwise_wms_pampiraiki.product_template_v2_clchrai,boxwise_wms_pampiraiki.product_attribute_size,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_s13y,boxwise_wms_pampiraiki.product_attribute_value_s47y,boxwise_wms_pampiraiki.product_attribute_value_s811y,boxwise_wms_pampiraiki.product_attribute_value_s1216y"
,,,
,,,
,,,
boxwise_wms_pampiraiki.product_attribute_line_clbabpa_g,boxwise_wms_pampiraiki.product_template_v2_clbabpa,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gbb,boxwise_wms_pampiraiki.product_attribute_value_gbg,boxwise_wms_pampiraiki.product_attribute_value_gu"
,,,
boxwise_wms_pampiraiki.product_attribute_line_clbabso_g,boxwise_wms_pampiraiki.product_template_v2_clbabso,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gbb,boxwise_wms_pampiraiki.product_attribute_value_gbg,boxwise_wms_pampiraiki.product_attribute_value_gu"
,,,
boxwise_wms_pampiraiki.product_attribute_line_clbabcl_g,boxwise_wms_pampiraiki.product_template_v2_clbabcl,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gbb,boxwise_wms_pampiraiki.product_attribute_value_gbg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_clbabcl_sz,boxwise_wms_pampiraiki.product_template_v2_clbabcl,boxwise_wms_pampiraiki.product_attribute_size,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_s06m,boxwise_wms_pampiraiki.product_attribute_value_s612m,boxwise_wms_pampiraiki.product_attribute_value_s012m"
boxwise_wms_pampiraiki.product_attribute_line_clbabcl_ss,boxwise_wms_pampiraiki.product_template_v2_clbabcl,boxwise_wms_pampiraiki.product_attribute_season,"boxwise_wms_pampiraiki.product_attribute_value_season_w,boxwise_wms_pampiraiki.product_attribute_value_season_s"
,,,
,,,
,,,
boxwise_wms_pampiraiki.product_attribute_line_shadtr_g,boxwise_wms_pampiraiki.product_template_v2_shadtr,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gm,boxwise_wms_pampiraiki.product_attribute_value_gw,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shadtr_ssz,boxwise_wms_pampiraiki.product_template_v2_shadtr,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss35,boxwise_wms_pampiraiki.product_attribute_value_ss36,boxwise_wms_pampiraiki.product_attribute_value_ss37,boxwise_wms_pampiraiki.product_attribute_value_ss38,boxwise_wms_pampiraiki.product_attribute_value_ss39,boxwise_wms_pampiraiki.product_attribute_value_ss40,boxwise_wms_pampiraiki.product_attribute_value_ss41,boxwise_wms_pampiraiki.product_attribute_value_ss42,boxwise_wms_pampiraiki.product_attribute_value_ss43,boxwise_wms_pampiraiki.product_attribute_value_ss44,boxwise_wms_pampiraiki.product_attribute_value_ss45,boxwise_wms_pampiraiki.product_attribute_value_ss46"
boxwise_wms_pampiraiki.product_attribute_line_shadtr_ss,boxwise_wms_pampiraiki.product_template_v2_shadtr,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_s
boxwise_wms_pampiraiki.product_attribute_line_shadsh_g,boxwise_wms_pampiraiki.product_template_v2_shadsh,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gm,boxwise_wms_pampiraiki.product_attribute_value_gw,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shadsh_ssz,boxwise_wms_pampiraiki.product_template_v2_shadsh,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss35,boxwise_wms_pampiraiki.product_attribute_value_ss36,boxwise_wms_pampiraiki.product_attribute_value_ss37,boxwise_wms_pampiraiki.product_attribute_value_ss38,boxwise_wms_pampiraiki.product_attribute_value_ss39,boxwise_wms_pampiraiki.product_attribute_value_ss40,boxwise_wms_pampiraiki.product_attribute_value_ss41,boxwise_wms_pampiraiki.product_attribute_value_ss42,boxwise_wms_pampiraiki.product_attribute_value_ss43,boxwise_wms_pampiraiki.product_attribute_value_ss44,boxwise_wms_pampiraiki.product_attribute_value_ss45,boxwise_wms_pampiraiki.product_attribute_value_ss46"
boxwise_wms_pampiraiki.product_attribute_line_shadsh_ss,boxwise_wms_pampiraiki.product_template_v2_shadsh,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_s
boxwise_wms_pampiraiki.product_attribute_line_shadsa_g,boxwise_wms_pampiraiki.product_template_v2_shadsa,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gm,boxwise_wms_pampiraiki.product_attribute_value_gw,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shadsa_ssz,boxwise_wms_pampiraiki.product_template_v2_shadsa,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss35,boxwise_wms_pampiraiki.product_attribute_value_ss36,boxwise_wms_pampiraiki.product_attribute_value_ss37,boxwise_wms_pampiraiki.product_attribute_value_ss38,boxwise_wms_pampiraiki.product_attribute_value_ss39,boxwise_wms_pampiraiki.product_attribute_value_ss40,boxwise_wms_pampiraiki.product_attribute_value_ss41,boxwise_wms_pampiraiki.product_attribute_value_ss42,boxwise_wms_pampiraiki.product_attribute_value_ss43,boxwise_wms_pampiraiki.product_attribute_value_ss44,boxwise_wms_pampiraiki.product_attribute_value_ss45,boxwise_wms_pampiraiki.product_attribute_value_ss46"
boxwise_wms_pampiraiki.product_attribute_line_shadsa_ss,boxwise_wms_pampiraiki.product_template_v2_shadsa,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_s
,,,
,,,
boxwise_wms_pampiraiki.product_attribute_line_shchtr_g,boxwise_wms_pampiraiki.product_template_v2_shchtr,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shchtr_ssz,boxwise_wms_pampiraiki.product_template_v2_shchtr,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss23,boxwise_wms_pampiraiki.product_attribute_value_ss24,boxwise_wms_pampiraiki.product_attribute_value_ss25,boxwise_wms_pampiraiki.product_attribute_value_ss26,boxwise_wms_pampiraiki.product_attribute_value_ss27,boxwise_wms_pampiraiki.product_attribute_value_ss28,boxwise_wms_pampiraiki.product_attribute_value_ss29,boxwise_wms_pampiraiki.product_attribute_value_ss30,boxwise_wms_pampiraiki.product_attribute_value_ss31,boxwise_wms_pampiraiki.product_attribute_value_ss32,boxwise_wms_pampiraiki.product_attribute_value_ss33,boxwise_wms_pampiraiki.product_attribute_value_ss34"
boxwise_wms_pampiraiki.product_attribute_line_shchtr_ss,boxwise_wms_pampiraiki.product_template_v2_shchtr,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_s
boxwise_wms_pampiraiki.product_attribute_line_shchsh_g,boxwise_wms_pampiraiki.product_template_v2_shchsh,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shchsh_ssz,boxwise_wms_pampiraiki.product_template_v2_shchsh,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss23,boxwise_wms_pampiraiki.product_attribute_value_ss24,boxwise_wms_pampiraiki.product_attribute_value_ss25,boxwise_wms_pampiraiki.product_attribute_value_ss26,boxwise_wms_pampiraiki.product_attribute_value_ss27,boxwise_wms_pampiraiki.product_attribute_value_ss28,boxwise_wms_pampiraiki.product_attribute_value_ss29,boxwise_wms_pampiraiki.product_attribute_value_ss30,boxwise_wms_pampiraiki.product_attribute_value_ss31,boxwise_wms_pampiraiki.product_attribute_value_ss32,boxwise_wms_pampiraiki.product_attribute_value_ss33,boxwise_wms_pampiraiki.product_attribute_value_ss34"
boxwise_wms_pampiraiki.product_attribute_line_shchsh_ss,boxwise_wms_pampiraiki.product_template_v2_shchsh,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_s
boxwise_wms_pampiraiki.product_attribute_line_shchsa_g,boxwise_wms_pampiraiki.product_template_v2_shchsa,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shchsa_ssz,boxwise_wms_pampiraiki.product_template_v2_shchsa,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss23,boxwise_wms_pampiraiki.product_attribute_value_ss24,boxwise_wms_pampiraiki.product_attribute_value_ss25,boxwise_wms_pampiraiki.product_attribute_value_ss26,boxwise_wms_pampiraiki.product_attribute_value_ss27,boxwise_wms_pampiraiki.product_attribute_value_ss28,boxwise_wms_pampiraiki.product_attribute_value_ss29,boxwise_wms_pampiraiki.product_attribute_value_ss30,boxwise_wms_pampiraiki.product_attribute_value_ss31,boxwise_wms_pampiraiki.product_attribute_value_ss32,boxwise_wms_pampiraiki.product_attribute_value_ss33,boxwise_wms_pampiraiki.product_attribute_value_ss34"
boxwise_wms_pampiraiki.product_attribute_line_shchsa_ss,boxwise_wms_pampiraiki.product_template_v2_shchsa,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_s
,,,
,,,
boxwise_wms_pampiraiki.product_attribute_line_shbab_g,boxwise_wms_pampiraiki.product_template_v2_shbab,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gbb,boxwise_wms_pampiraiki.product_attribute_value_gbg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shbab_ssz,boxwise_wms_pampiraiki.product_template_v2_shbab,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss20,boxwise_wms_pampiraiki.product_attribute_value_ss21,boxwise_wms_pampiraiki.product_attribute_value_ss22"
boxwise_wms_pampiraiki.product_attribute_line_shbab_ss,boxwise_wms_pampiraiki.product_template_v2_shbab,boxwise_wms_pampiraiki.product_attribute_season,"boxwise_wms_pampiraiki.product_attribute_value_season_s,boxwise_wms_pampiraiki.product_attribute_value_season_w"
,,,
boxwise_wms_pampiraiki.product_attribute_line_shadbo_g,boxwise_wms_pampiraiki.product_template_v2_shadbo,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gm,boxwise_wms_pampiraiki.product_attribute_value_gw,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shadbo_ssz,boxwise_wms_pampiraiki.product_template_v2_shadbo,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss35,boxwise_wms_pampiraiki.product_attribute_value_ss36,boxwise_wms_pampiraiki.product_attribute_value_ss37,boxwise_wms_pampiraiki.product_attribute_value_ss38,boxwise_wms_pampiraiki.product_attribute_value_ss39,boxwise_wms_pampiraiki.product_attribute_value_ss40,boxwise_wms_pampiraiki.product_attribute_value_ss41,boxwise_wms_pampiraiki.product_attribute_value_ss42,boxwise_wms_pampiraiki.product_attribute_value_ss43,boxwise_wms_pampiraiki.product_attribute_value_ss44,boxwise_wms_pampiraiki.product_attribute_value_ss45,boxwise_wms_pampiraiki.product_attribute_value_ss46"
boxwise_wms_pampiraiki.product_attribute_line_shadbo_ss,boxwise_wms_pampiraiki.product_template_v2_shadbo,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_w
boxwise_wms_pampiraiki.product_attribute_line_shadrai_g,boxwise_wms_pampiraiki.product_template_v2_shadrai,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gm,boxwise_wms_pampiraiki.product_attribute_value_gw,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shadrai_ssz,boxwise_wms_pampiraiki.product_template_v2_shadrai,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss35,boxwise_wms_pampiraiki.product_attribute_value_ss36,boxwise_wms_pampiraiki.product_attribute_value_ss37,boxwise_wms_pampiraiki.product_attribute_value_ss38,boxwise_wms_pampiraiki.product_attribute_value_ss39,boxwise_wms_pampiraiki.product_attribute_value_ss40,boxwise_wms_pampiraiki.product_attribute_value_ss41,boxwise_wms_pampiraiki.product_attribute_value_ss42,boxwise_wms_pampiraiki.product_attribute_value_ss43,boxwise_wms_pampiraiki.product_attribute_value_ss44,boxwise_wms_pampiraiki.product_attribute_value_ss45,boxwise_wms_pampiraiki.product_attribute_value_ss46"
boxwise_wms_pampiraiki.product_attribute_line_shadrai_ss,boxwise_wms_pampiraiki.product_template_v2_shadrai,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_w
,,,
,,,
boxwise_wms_pampiraiki.product_attribute_line_shchbo_g,boxwise_wms_pampiraiki.product_template_v2_shchbo,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shchbo_ssz,boxwise_wms_pampiraiki.product_template_v2_shchbo,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss23,boxwise_wms_pampiraiki.product_attribute_value_ss24,boxwise_wms_pampiraiki.product_attribute_value_ss25,boxwise_wms_pampiraiki.product_attribute_value_ss26,boxwise_wms_pampiraiki.product_attribute_value_ss27,boxwise_wms_pampiraiki.product_attribute_value_ss28,boxwise_wms_pampiraiki.product_attribute_value_ss29,boxwise_wms_pampiraiki.product_attribute_value_ss30,boxwise_wms_pampiraiki.product_attribute_value_ss31,boxwise_wms_pampiraiki.product_attribute_value_ss32,boxwise_wms_pampiraiki.product_attribute_value_ss33,boxwise_wms_pampiraiki.product_attribute_value_ss34"
boxwise_wms_pampiraiki.product_attribute_line_shchbo_ss,boxwise_wms_pampiraiki.product_template_v2_shchbo,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_w
boxwise_wms_pampiraiki.product_attribute_line_shchrai_g,boxwise_wms_pampiraiki.product_template_v2_shchrai,boxwise_wms_pampiraiki.product_attribute_gender,"boxwise_wms_pampiraiki.product_attribute_value_gmix,boxwise_wms_pampiraiki.product_attribute_value_gb,boxwise_wms_pampiraiki.product_attribute_value_gg,boxwise_wms_pampiraiki.product_attribute_value_gu"
boxwise_wms_pampiraiki.product_attribute_line_shchrai_ssz,boxwise_wms_pampiraiki.product_template_v2_shchrai,boxwise_wms_pampiraiki.product_attribute_shoesize,"boxwise_wms_pampiraiki.product_attribute_value_smix,boxwise_wms_pampiraiki.product_attribute_value_ss23,boxwise_wms_pampiraiki.product_attribute_value_ss24,boxwise_wms_pampiraiki.product_attribute_value_ss25,boxwise_wms_pampiraiki.product_attribute_value_ss26,boxwise_wms_pampiraiki.product_attribute_value_ss27,boxwise_wms_pampiraiki.product_attribute_value_ss28,boxwise_wms_pampiraiki.product_attribute_value_ss29,boxwise_wms_pampiraiki.product_attribute_value_ss30,boxwise_wms_pampiraiki.product_attribute_value_ss31,boxwise_wms_pampiraiki.product_attribute_value_ss32,boxwise_wms_pampiraiki.product_attribute_value_ss33,boxwise_wms_pampiraiki.product_attribute_value_ss34"
boxwise_wms_pampiraiki.product_attribute_line_shchrai_ss,boxwise_wms_pampiraiki.product_template_v2_shchrai,boxwise_wms_pampiraiki.product_attribute_season,boxwise_wms_pampiraiki.product_attribute_value_season_w
